,Sentence
857,میں باقاعدگی سے جم جاتا ہوں۔
858,مجھے ٹریڈمل اور روئنگ مشین کرنا پسند ہے۔
859,میرے چھوٹے بال ہیں۔
860,کھانا ایک ایسی چیز ہے جب میں بور ہوتا ہوں۔
861,دو کتے میرے ساتھ رہتے ہیں۔
862,میں مرنے سے ڈرتا ہوں۔
863,کاؤنٹی وائڈ بیک سیل وہ جگہ ہے جہاں میں گھر میں سب سے زیادہ محسوس کرتا ہوں۔
864,میرے پاس ایک کتا ہے۔
865,مجھے کوکیز بنانا پسند ہے۔
866,میرے بھورے گھوبگھرالی بال ہیں۔
867,مجھے گھوڑوں کی سواری پسند ہے۔
868,میرا بیڈروم جامنی اور چونے کا سبز ہے۔
869,میں ایک ویگن ہوں
870,میں نرسنگ ہوم میں کام کرتا ہوں۔
871,میں زیادہ وزن اور ناخوش ہوں۔
872,میری بیوی مجھے چھوڑ کر میرے بچوں کو لے گئی۔
873,میں اپنا زیادہ تر وقت فیس بک پر صرف کرتا ہوں جب میں کام نہیں کرتا ہوں۔
874,میں خدا کو نہیں مانتا۔
875,میں اپنے کھلونے نہیں اٹھاتا۔
876,میرے پاس ایک پالتو کچھوا ہے۔
877,میں چار ہوں
878,میرا سب سے اچھا دوست ساتھ ہی رہتا ہے۔
879,میں کینسر سے بچنے والا ہوں۔
880,میں ایک صاف کھانے والا ہوں۔
881,مجھے لائف کوچ بننے کے لیے کل ہی ایک نئی نوکری ملی ہے۔
882,مجھے دوڑنا اور میراتھن کی تیاری کرنا پسند ہے۔
883,میرے پاس ایک جرمن شیفرڈ کتا ہے۔
884,میں رہتا ہوں ایک دیہی کاشتکاری برادری ہے۔
885,میرے شوہر نے گود لیا ہے۔
886,مجھے این ایچ ایل ہاکی دیکھنا پسند ہے۔
887,میری عمر 40 سال ہے۔
888,میں کار سیلز مین کے طور پر کام کرتا ہوں۔
889,میری بیوی میرے سارے پیسے خرچ کرتی ہے۔
890,مجھے اپنی نوکری سے نفرت ہے.
891,میں طلاق لینے کا ارادہ کر رہا ہوں۔
892,مجھے ونیلا آئس کریم کی کمزوری ہے۔
893,میرا پسندیدہ موسم سرما ہے۔
894,میرے پاس 1000 سے زیادہ ٹوپیوں کا مجموعہ ہے۔
895,مجھے بلیوں سے پیار ہے اور مجھے دو بلیاں ہیں۔
896,میں نے 1992 کے اولمپکس میں گولڈ میڈل جیتا تھا۔
897,بنائی میرا جنون ہے۔
898,میں مرنے سے ڈرتا ہوں۔
899,کاؤنٹی وائڈ بیک سیل وہ جگہ ہے جہاں میں گھر میں سب سے زیادہ محسوس کرتا ہوں۔
900,مجھے کوکیز بنانا پسند ہے۔
901,پہلے سے ہی ایک سوتیلے بچے ہیں۔
902,میں حال ہی میں اس ملک میں چلا گیا ہوں۔
903,میں ابھی اپنے پہلے گھر میں چلا گیا ہوں۔
904,میں تین مہینوں میں تین بچوں کی توقع کر رہا ہوں۔
905,اگر میں باورچی خانے میں کھانا نہیں بنا رہا ہوں تو میں یقینی طور پر پانی پر ہوں۔
906,اسپائیڈر مین میرا پسندیدہ ہے۔
907,ارے میرا نام لیری ہے اور میں شیف ہوں۔
908,مجھے مزاحیہ کتابیں بھی پسند ہیں۔
909,مجھے کھانا پکانا پسند ہے لیکن مجھے مچھلی پکڑنا بھی پسند ہے۔
910,میرے شوہر نے گود لیا ہے۔
911,میں رہتا ہوں ایک دیہی کاشتکاری برادری ہے۔
912,میرے پاس ایک جرمن شیفرڈ کتا ہے۔
913,مجھے این ایچ ایل ہاکی دیکھنا پسند ہے۔
914,مجھے لائف کوچ بننے کے لیے کل ہی ایک نئی نوکری ملی ہے۔
915,میں کینسر سے بچنے والا ہوں۔
916,میں ایک صاف کھانے والا ہوں۔
917,مجھے دوڑنا اور میراتھن کی تیاری کرنا پسند ہے۔
918,میرے پاس تین کتے ہیں۔
919,مجھے اولمپکس دیکھنا پسند ہے۔
920,میں ایک کھلے پولیمورس رشتے میں ہوں۔
921,میرے پاس کتے کے چلنے کا کاروبار بھی ہے۔
922,میرے والد گھر گھر سیلز مین تھے۔
923,میں 19 سال کا ہوں اور میں اپنے والدین کے گھر سے باہر جانے کا انتظار نہیں کر سکتا۔
924,میں صرف اپنے دوستوں کے ساتھ تفریح کرنا چاہتا ہوں۔
925,میں نہ پیتا ہوں اور نہ ہی منشیات یا کچھ بھی کرتا ہوں۔
926,میں نے کام کیا مجھے برگر کنگ میں پارٹ ٹائم جاب مل گئی۔
927,میں دن میں چار گھنٹے ورزش کرتا ہوں۔
928,جمناسٹکس میرا پسندیدہ کھیل ہے۔
929,میں گولڈ میڈلسٹ اولمپین ہوں۔
930,مجھے اطالوی کھانا اور لہسن کی روٹی پسند ہے۔
931,میرے والدین نے مجھے زندہ رہنے کے ہنر سکھائے۔
932,مجھے نفسیات سے متعلق جرائد اور گائیڈز پڑھ کر لطف آتا ہے۔
933,میں ایک شوقین کیکر ہوں۔
934,میں زندگی گزارنے کے لیے کتوں پر چلتا ہوں۔
935,میں کیلیفورنیا میں رہتا ہوں لیکن ریکارڈنگ آرٹسٹ کی مارکیٹ گزشتہ سال ختم ہو گئی تھی۔
936,میں ایک ریکارڈنگ انجینئر ہوں اور اپنے اسٹوڈیو کا مالک ہوں۔
937,کیا ہو رہا ہے میں 46 سال کا اکیلا باپ ہوں 46 بچے۔
938,میرے سابق نے دھوکہ دیا اور مجھے وکیل کے لیے چھوڑ دیا۔
939,میں اندر رہنے کو ترجیح دیتا ہوں۔
940,میں اپنے کپڑے خود سلائی کر سکتا ہوں۔
941,مجھے کینسر تھا لیکن اب ختم ہو گیا ہے۔
942,میں ریٹائرڈ ہوں اور بہترین زندگی گزار رہا ہوں۔
943,میرے حیرت انگیز بچے اور پوتے ہیں۔
944,مجھے سیر کرنا پسند ہے۔
945,میں سوڈا نہیں پیتا
946,میں ایک مکان میں رہتا ہوں.
947,مجھے ہیمبرگر اور فرنچ فرائز کھانا پسند ہے۔
948,مجھے اپنی نوکری سے نفرت ہے.
949,میری بیوی میرے سارے پیسے خرچ کرتی ہے۔
950,میری عمر 40 سال ہے۔
951,میں طلاق لینے کی منصوبہ بندی کر رہا ہوں۔
952,میں کار سیلز مین کے طور پر کام کرتا ہوں۔
953,میں اپنے کھلونے نہیں اٹھاتا۔
954,میرے پاس ایک پالتو کچھوا ہے۔
955,میں چار ہوں
956,میرا سب سے اچھا دوست ساتھ ہی رہتا ہے۔
957,میں صومالیہ میں پیدا ہوا تھا۔
958,اب میں ریاستہائے متحدہ میں رہتا ہوں۔
959,مجھے ناچنا پسند ہے.
960,جب میں تھا تو میری خالہ نے مجھے فرار ہونے میں مدد کی۔
961,مجھے پیلا پکانا پسند ہے۔
962,میں کالج میں آرٹ میجر ہوں۔
963,میں سال میں دو بار یورپ جاتا ہوں۔
964,میں کرسٹوفر کولمبس کی اولاد ہوں۔
965,مجھے مچھلی اور چپس کی کمزوری ہے۔
966,اب میں ریاستہائے متحدہ میں رہتا ہوں۔
967,جب میں تھا تو میری خالہ نے مجھے فرار ہونے میں مدد کی۔
968,میں صومالیہ میں پیدا ہوا تھا۔
969,مجھے شادی کرنے پر مجبور کیا گیا جب میں ایک تھا۔
970,مجھے ناچنا پسند ہے.
971,میں ریپ میوزک سنتا ہوں۔
972,میں فنکاروں کے لیے موسیقی تیار کرتا ہوں۔
973,میں 2015 کی ہونڈا سوک چلاتا ہوں۔
974,میرا پسندیدہ کھانا پیزا ہے۔
975,میں فی الحال جن زبانوں کا مطالعہ کر رہا ہوں ان میں سے ایک ہسپانوی ہے۔
976,میں ایک موسیقار ہوں۔
977,مطالعہ کرنے کے لئے میری اگلی زبان فرانسیسی ہے۔
978,میں زبانوں کا بھی مطالعہ کرتا ہوں۔
979,میرا پسندیدہ ہسپانوی لفظ trabajo ہے۔
980,اسپائیڈر مین میرا پسندیدہ ہے۔
981,مجھے مزاحیہ کتابیں بھی پسند ہیں۔
982,مجھے کھانا پکانا پسند ہے لیکن مجھے مچھلی پکڑنا بھی پسند ہے۔
983,اگر میں باورچی خانے میں کھانا نہیں بنا رہا ہوں تو میں یقینی طور پر پانی پر ہوں۔
984,میرے پاس ایک پالتو کچھوا ہے۔
985,میں چار ہوں
986,میرا سب سے اچھا دوست ساتھ ہی رہتا ہے۔
987,مجھے اپنی گڑیا کے ساتھ کھیلنا پسند ہے۔
988,میں ایک سوپ کچن میں رضاکارانہ طور پر کام کرتا ہوں۔
989,مجھے جنگ کی دستاویزی فلمیں دیکھنا پسند ہے۔
990,میں ایک ریٹائرڈ جم ٹیچر ہوں۔
991,میں بڑا غریب تھا.
992,چیزبرگر میرا پسندیدہ کھانا ہے۔
993,میں شہد کی مکھیوں کا کاشتکار ہوں۔
994,میرے پاس صفر خاندان ہے جس کے میں قریب ہوں۔
995,میرا نام جارج ہے۔
996,میرا پسندیدہ کھانا پپیتا ہے۔
997,میں کمپیوٹر پروگرامر بننے کا مطالعہ کر رہا ہوں۔
998,میری والدہ بہت روایتی ہیں جبکہ میں زیادہ آزاد جذبے کو ترجیح دیتا ہوں۔
999,میری پسندیدہ موسیقی کی صنف ڈیتھ میٹل ہے۔
