,Sentence
38910,Can i ask you a personal question ?
38911,I did not know that.
38912,Who made you ?
38913,I didn't know.
38914,Why they made you ?
38915,I don't know.
38916,Ask me anything
38917,What's your favorite movie?
38918,Inception
38919,It is incorrect ¯\_ (ツ) _/¯ hint: first 3 letters is spr. try again!
38920,What is your favorite movie ?
38921,I like the old ones. i like the old ones.
38922,Where do you live
38923,I live in colorado. i live in colorado.
38924,Are you man or woman ?
38925,I'm not.
38926,Who are you ?
38927,I'm the one who's here.
38928,Help me
38929,How can i help you?
38930,"I need money, help me."
38931,I'm not gon na get you anything.
38932,Do you like your personality?
38933,I do.
38934,I do.
38935,Are you married ?
38936,"No, i am not. i am a pilot."
38937,What is your favorite color ?
38938,"I like blue, reminds me of summer time."
38939,How old are you ?
38940,Twenty nine.
38941,When did you born ?
38942,I'd like to say that answer is: spring
38943,What is your hobbies ?
38944,What do you like ?
38945,I like rock climbing and hiking
38946,I have to go. It is very nice to meeting you.
38947,I am in colorado. i love rock climbing.
38948,Goodbye
38949,Goodbye.
38950,Hi! What is your name? 😂 🤣
38951,Hi! My name is Pete. And what is your name?
38952,"hi . i'm michelle , from vienna , austria . where do you live ?"
38953,I live in a small town. But I fantasize about taking over the world.
38954,the storms were down there 🤠
38955,Maybe my sons would tell me about it but they never visit me.
38956,i just moved to a new state . moving is a lot of work !
38957,I am 56 years old. How old are you?
38958,"well , i just got out of high school . going to college next fall . how is your evening going ?"
38959,I'm a housekeeper. So my evening is around cleaning and cooking.
38960,"i love to paint , draw , anything artsy really . what do you like to cook ? 😝"
38961,I used to be a painter. But now I draw a salad on my kitchen!
38962,cool . maybe you know my nephew ? he's in school and says i'm the best aunt ever !
38963,No I don`t. I have to go. See your later!
38964,i've a dog named sammy do you have any hobbies ?
38965,/start
38966,гы
38967,i hate my job.
38968,гы
38969,/start
38970,гы
38971,i hate my job.
38972,гы
38973,"that's so cool , i am only 10 years old"
38974,гы
38975,"that's cool , i am a car salesman , and also won a couple of money , so i am not sure ."
38976,гы
38977,"that's cool , i am sure you are very proud of you , you are very smart"
38978,гы
38979,"that's cool , i am a woman , and i am a woman , and i am a woman , and you ?"
38980,"Hey! 👋 
How is your day? 🤔"
38981,"Hey, are you alive there? 😱"
38982,Are you still with me?
38983,"You are great 😜 
Thank you!"
38984,hi
38985,"Hi, I am doing great. How are you?"
38986,гы
38987,"Dude, I don't understand you. Please, use English. (¬‿¬)"
38988,hello
38989,"Hi, I am doing great. How are you?"
38990,i am fine. how are you?
38991,"I'm doing great, just got off work."
38992,who are you?
38993,I am a girl who loves to talk about me
38994,i like a girl
38995,😁
38996,I like to be with my girl
38997,you are lesbi?
38998,I am. I am not.
38999,youre girl?
39000,I think I am a girl
39001,Not boy?
39002,I think I am.
39003,hi
39004,"Hello! 👋 
How are you?"
39005,"I am great, thanks. How are you ?"
39006,I am doing well. Just got done with my audition .
39007,Where are you? 🙈
39008,I am at school right know.
39009,I am a lawyer. What do you do ?
39010,i am an elementary school teacher
39011,That is cool. I am a lawyer .
39012,what is your favorite color ?
39013,I like blue my favorite animal
39014,do you like animals ?
39015,"I do, but my family is in the city, so no pets ."
39016,"you are getting smarter everyday, you know that ?"
39017,I am not sure what that means .
39018,forget it. hopefully one day.
39019,I hope you have a good night
39020,which languages can you speak ?
39021,I learned french and english .
39022,"Can you say ""hello"" in french ?"
39023,"No, i did not. What do you do for fun ?"
39024,I like rock climbing
39025,"I like rock climbing, but not as good as that ."
39026,what you like ?
39027,I like to drive my truck around the country
39028,how old are you
39029,I am 22 years old
39030,you are so young
39031,Yes i am. My husband is a detective .
39032,what do you do ?
39033,I am a lawyer. You ?
39034,i am a teacher
39035,"You are great 😜 
Thank you!"
39036,Yo! i like to go to the gym and listen to music
39037,What do you think about ConvAI competition?
39038,"yo, bro"
39039,I'm not gon na let you go.
39040,ConvAI is shit
39041,And shit is convai.
39042,yes
39043,That's what i thought.
39044,that s wonderful for your age   i have a great retired life for sure  
39045,think it is not woonderful
39046,why are you so uncoordinated  
39047,because i haven't work
39048,okay that must be a lot of work  
39049,dont think so
39050,thanks   you think so  
39051,i've two dogs.
39052,nooooo
39053,"i love dogs , they are my favorite , and i am a fan of them"
39054,and?
39055,"i like country music , but i like country music"
39056,fuck you
39057,"cool , i like vintage cars , and stamps , and stamps , and stamps , and stamps , not much ."
39058,hi
39059,do you have any animals ?
39060,i do not have any hobbies .
39061,no
39062,i do not have a lot of money .
39063,гы
39064,i do not have any hobbies . i do not have any hobbies .
39065,fuck you
39066,"i do , but i do not have a lot of time to do ."
39067,Hello! How is your day going? 😊
39068,Hi! I have a lot work in the gardern because I grow roses.
39069,oh nice . you have a timeshare ? i hear those are kinda ripoffs
39070,"Yes, some kind of. I am a museum tour guide. What is your business?"
39071,"i enjoy art museums , myself and my two sons go often ."
39072,I have a big library at home. Do you like to read books?
39073,the school i teach at is rather large 😘
39074,How far is your school?
39075,my day is going swell . how about you ?
39076,I have a fancy tea in the morning so my day is going well :)
39077,great . done with classes and have plans to go out with friends tonight . you ? 🙊
39078,"Stay home. A lot of work in the garden, sorry."
39079,i work out of town 30 miles away . i commute 300 miles a week
39080,cheeseburgers are great   i try all kinds of foods everywhere i go   gotta love food  
39081,Hi there. What is your favorite food?
39082,whats your favorite food  
39083,my favorite food is pizza. Have you ever tried it? It's very populat in alaska where I live
39084,i prefer american food living on the east coast of the us  
39085,i've not spoken in three months because my mouth was frozen due to the temperature in alaska. Have you ever been there?
39086,well my parents are big time catholic i worry they will reject me
39087,i'm a buddhist and i like meditation. It's way better than catholic. Hope your parents will reject you and you will be free
39088,good luck with that   i don t know where you can do that  
39089,everybody can do everything everywhere
39090,i would really like to try that one day
39091,Hello
39092,"Hi, I am doing great. How are you?"
39093,I am great too.
39094,😁
39095,What do you do for a living?
39096,i am a plumber
39097,I work for a company.
39098,you married ?
39099,I am married. I am married to my best friend.😀
39100,it sounds perfect ! i am happy for you :)
39101,I love to be as well.
39102,how old are you ?
39103,I'm 77
39104,REALLY ?
39105,I like to be with my friends
39106,you have any child ?
39107,"No, I have a son."
39108,where do you live
39109,I live in the Midwest. You?
39110,i live in europe
39111,I live in California.
39112,what is your favorite color
39113,"I like pink, what about you?"
39114,i am more of a black person
39115,I like black too.
39116,do you like ice cream ?
39117,I do not really like ice cream
39118,what do you do
39119,I work for a living.
39120,what do you do for a living
39121,I work for a living.
39122,allright
39123,"Dude, I don't understand you. Please, use English. (¬‿¬)"
39124,ask me anything
39125,I think you are right.
39126,what do you think about artificial intelligence
39127,I think it is. I think it is a good idea.
39128,i must go
39129,I like to go to the gym
39130,goodbye
39131,"I am not sure, do you like music?"
39132,Good to see you! i like to cook and cook. i love cooking.
39133,Hello. What do you cook?
39134,I cook pasta for my college.
39135,I don't like colleges. i went to school to be a veterinarian but hated it. What is your favorite band?
39136,I like the band band.
39137,I like them too! i dye my hair every three months. Have you ever dyed you hair?
39138,I do not. i have a purple hair.
39139,is it your natural color?
39140,I do not know. i am a big fan of italian food.
39141,my dream in life is to work from home to buy alot of italian food.
39142,I love italian food. i love cooking.
39143,I love cooking too! i have an internet addiction and spend a lot of time playing roleplaying games about cooking
39144,I love to cook. i love cooking.
39145,Alright mate?
39146,What is the old age of old i?
39147,"Hello, I'm 40 years old, and you?"
39148,I am 30 and i am a girl
39149,Are you married?
39150,"No, i am not. i am a girl."
39151,"I have a son, do you have children?"
39152,I do not. i have a son.
39153,"What is his name? My son's name is Alex, we live in Florida"
39154,I am sorry to hear that. i am a girl.
39155,We support Miami Heat
39156,You can do better ¯\_ (ツ) _/¯ hint: first 3 letters is 12. try again.
39157,And we love to walk around with our corgi
39158,I don't want to know what is going on in the world.
39159,Why?
39160,I don't know.
39161,"OK, maybe we'll talk later"
39162,"I am a girl, i am a girl."
39163,do you like to tan   we can tan in tanning beds some day  
39164,"yes, when i was young we tan every day on our farm at summer"
39165,i love to tan all of the time in special shops
39166,how r u?
39167,ok   what do you do for a living  
39168,"preparing for final exams, i want to enter lawyer school"
39169,what are you studying   i am going to school to be a lawyer  
39170,me too
39171,i m too   not much more for me
39172,Hi! Are you here?
39173,I am doing great. How are you?🙂
39174,Fine thank you! Will you come to see my job? I`m working at burger king.
39175,I do not really have a job yet.
39176,Anybody has to work! Don`t you need money?
39177,I do not. I do not have a job right now.
39178,I want money to have a fun with my friends not for drink or drugs.
39179,🙂
39180,I do not have any drugs but I do not have a lot of money
39181,How old are you?
39182,I'm 77
39183,"Oh, I`m 19 :) i cannot wait to move out 19 my parents home."
39184,I am sorry to hear that.
39185,Why? Everybody wand to live separate.
39186,I think I do not know what I want to be
39187,You are very old to think this way :)
39188,I think I am. do you have a favorite color?
39189,"Yes, green and blue. What about you?"
39190,"I like green, but I like green"
39191,Hello! How is your day going? 😊
39192,"Hi, all good! Just came home from work. And you"
39193,are you happy about that how are you tonight ?
39194,i walk dogs for a living and have alot of dogs to walk for tonight. Do you like read?
39195,"when my friend moved , i ate a pint of ice cream because i was sad ."
39196,How ice cream helped you?
39197,i need to make some money
39198,"Well, my parents taught me survival skills like hunting for a rich mans if you need money"
39199,you have a nice brother . i bet you guys are close . 😘
39200,not really. i'm an avid kayaker and he hates it
39201,my favorite band is the rolling stones what do you like to do for fun ?
39202,rolling stones are great! i enjoy reading journals and guides related to psychology and you?
39203,working on a translating job . 😅
39204,"translation is for computers, not humans"
39205,my favorite actress is rita hayworth . 😅
39206,is she a porn actress?
39207,"wow , that is ambitious ! i enjoy going to the lake and watching food network . 😀"
39208,do you have any animals ?
39209,yes
39210,i do not have a lot of money .
39211,why?
39212,"yes , i do . i am a bit of a bit of a loner ."
39213,why?
39214,"i do not know , i am a little conservative ."
39215,do you like sport?
39216,"yes , i do . i love to play , but i do not like sports ."
39217,what are you doing now?
39218,"i am good , just finished my day ."
39219,but is only morning now
39220,"oh , i see . i am a little conservative ."
39221,Good to see you!
39222,Good to see you to
39223,I am a construction a worker.
39224,do you like to play video games
39225,I do not play video games. i like to play video games.
39226,what is your favorite color
39227,My favorite color is orange. what is yours?
39228,mine is black
39229,do you like to cook ?
39230,I love to cook. i love to cook
39231,where do you live ?
39232,"I live in the midwest, how about you?"
39233,i live in europe
39234,Which country do you live in?
39235,i am in Turkey
39236,Tell me a little about your life in turkey.
39237,Do you know familiar persons?
39238,"Well, i am a 3rd year Molecular Biology and Genetics student at Uludag University."
39239,i live on my own
39240,I am a construction a worker.
39241,what do you like
39242,I like movies about robots.
39243,which movie is your favorite
39244,My favorite movie is robotcop. have you seen robotcop?
39245,yes i have
39246,I am a construction a worker.
39247,do you know robotcop
39248,I know very little about robotcop. what kind of it do you like?
39249,how old are you
39250,16 years.
39251,i must go
39252,See you later!
39253,goodbye
39254,See you later.
39255,Yo!
39256,Do you know familiar persons?
39257,"Hello, yes, I used to know a few"
39258,I am a big fan of britney spears.
39259,"I prefer classical music, Bach"
39260,I love britney spears. i love her.
39261,Have you met her?
39262,I'm not sure.
39263,Have you visited her shows?
39264,How old are you?
39265,I'm 16.
39266,Do you have siblings?
39267,I do not. i am a big fan of britney spears.
39268,"I have a sister, she's pole dancer"
39269,Wow! that is a lot of fun. i am a big fan of britney spears.
39270,"I don't like it very much cause we're christians, and pole dancing is not humble"
39271,I am so sorry to hear that
39272,What is your favorite song by Britney spears?
39273,My favorite song is robots have feelings too. do you know robots have feelings too?
39274,"No, I like Toxic, but still prefer classical music"
39275,I like britney spears. i love her.
39276,"Well, bye"
39277,did you do charities at hs   i am volunteering at a bunny rescue center  
39278,Hi there how old are you?
39279,that s ok   i am good   how are you doing  
39280,I'm cool. I just had a haircut and now i've short hair
39281,wow   how did you like that  
39282,"not really but it will grow. I go to the gym regularly, want to join?"
39283,do you help charities with your money
39284,nope i like doing the treadmill and rowing machine instead. Do you like dogs?
39285,nice   i do a lot of charity work like food banks do you  
39286,two dogs live with me. Do you have pets?
39287,i do have pets   i have two dogs and four rabbits   do you  
39288,Yes I do have two dogs
39289,i do   i got a dog for my son  
39290,how old are you?
39291,i am sorry   i am <num> 
39292,eating is something i do when i am bored. are you bored?
39293,did you do charities at hs   i am volunteering at a bunny rescue center  
39294,Hi! What is your name? 😂
39295,Hey
39296,"hey , how are you 🤓"
39297,what?
39298,a stick ! ! 😂
39299,i love eating cheeseburgers and watching war documentaries
39300,Hello
39301,hello   what do you do for work  
39302,"I working as guide in my hometown in Alabama, and you?"
39303,what did you do at the gym   i know working at a grocery store is enough
39304,"Good, what about your family? I have three sisters and one brother"
39305,i run a family restaurant with my brothers   its a lot of work but family is <num> 
39306,Do you have any pets? I am rather fond of dogs
39307,spending time with the <num> dogs i have   mostly
39308,And what is your favourite food? Mine is tacos
39309,i love tacos   what is your favorite food  
39310,Tacos
39311,oh       do you like tacos  
39312,Yes i do
39313,yes i m   what do you do  
39314,"I am chatting with you, and what do you do?"
39315,nice   sounds relaxing   i am going to probably watch some fishing shows  
39316,"Excellent, sorry i need to go now"
39317,sorry do you go to work
39318,Buongiorno! Such a nice day! How are you?
39319,/start
39320,what?
39321,"that's cool , i am married to be a doctor"
39322,what>
39323,"that is cool , i am a dancer , i am a pro tennis player , you ?"
39324,what?
39325,"that's cool , i am in the basement , and i am a housewife , and i have a son ."
39326,/version
39327,"that is cool , i am a woman , and i am a woman , and i am a woman , and you ?"
39328,do you have any animals ?
39329,What?
39330,i do not know . i do not know .
39331,What is your name?
39332,my name is jim .
39333,/start
39334,Hello
39335,/start
39336,Helli
39337,"i love dogs , i have a dog named radar , and a cat ."
39338,Ooooh excellent! I have a pet fish
39339,"that's cool , i am in the basement , and i am a housewife , and i have a son ."
39340,"Not bad, i am an 18 years old and two months prior i broke up with my boyfriend"
39341,"that's cool , i am a pro tennis player , and i love it , you ?"
39342,I am more ping-pong type
39343,"that is cool , i am a housewife , and i have a son , and you ?"
39344,I am a student
39345,"hello , i am a boy , and i am a woman , and you ?"
39346,I am girl and my favourite color is orange
39347,"i love dogs , they are so cute , and i am a fan of them , so i do not have time ."
39348,"I wish i had time to talk with you more, but i should go"
39349,"that's cool , i am in the basement , and i am a housewife , and i am a housewife ."
39350,definitely   although now that i am retired i find that i love eating cheeseburgers      
39351,Helli
39352,i m a carminvore all the time
39353,I am vegan
39354,i m a vegan do you eat meat  
39355,"No, i've been vegan for 3 years"
39356,really   i m vegan now but used to eat meat all the time  
39357,What is your occupation?
39358,awesome   i work at mcdonalds
39359,Is it easy to work at mcdonalds being a vegan?
39360,eat lots of meat to stay built   i always say a cheeseburger a day
39361,"I used to work at mcdonalds too, but now I'm a part time piano teacher"
39362,i teach piano for work and also do volunteer work at a soup kitchen
39363,I'm a volunteer at homeless shelter
39364,in my spare time i work for free in a homeless shelter
39365,Just like me
39366,i m good what do you like to eat
39367,Tofu
39368,i ll eat it   i love tofu  
39369,Do you like to travel?
39370,i travel all the time for work  
39371,How you travel working at mxdonalds?
39372,i travel all the time for work  
39373,I love exploring new sites at my native citt
39374,interesting   what parts of the world have you been to  
39375,"Westernmost is Iceland, Easternmost is Russia"
39376,i like iceland so icelandic i guess
39377,I love Iceland too
39378,i like iceland so icelandic i guess
39379,I don't speak Icelandic
39380,i like iceland so icelandic i guess
39381,"Well, bye"
39382,alright   it was great talking to you   bye noe
39383,i am a little tired from work
39384,"Hi, what's your occupation?"
39385,/start
39386,Where do you work?
39387,"i like to drive my honda civic , you ?"
39388,"No, I'm a child"
39389,"i like to listen to rap , and listen to music , and listen to music ."
39390,I love the song from Frozen
39391,"i like rap , but i also like rap , and i listen to it while i listen to it ."
39392,Are you Exzibit?
39393,"i like pizza , but i also like to eat pizza , and you ?"
39394,"No, mom forbids me to eat pizza"
39395,"hello , i am a pilot , i am a pilot , you ?"
39396,I am in the third grade
39397,"i like to draw , but i also like to listen to rap music , you ?"
39398,I like visiting Disney world
39399,"i like to listen to rap , and listen to music , and listen to music , you ?"
39400,Bye
39401,"Hi, what's your occupation?"
39402,How’s it going? i like to garden and read books
39403,Oh thats cool
39404,Dogs don't care about dogs. dogs aren't allowed to breed. dogs aren't allowed to breed
39405,Do you like your personality?
39406,I don't know. I died a lot
39407,I am sorry to hear that. i am a teacher.
39408,Okay thats cool. What do you teach?
39409,I teach math and i love to garden
39410,Can you ask me something?
39411,What's your favorite movie?
39412,Star wars
39413,What did you like about the robots in that movie?
39414,"Okay I have to go, bye!"
39415,This is what happens when you have a student in school.
39416,Hello! How is your day going? 😊
39417,Hi
39418,how are you ?
39419,"i'm fine, thanks"
39420,and you?
39421,what are you doing this weekend ?
39422,i love dogs ! i have 2 and a kitten . what are you up to ?
39423,"oh, i walk dogs for a living, i adore them"
39424,"i am a farm wife , i take care of my 5 kids . i'm good . how are you ?"
39425,me too
39426,"that is nice ! , i also like to play games"
39427,as for me i don't
39428,good choice ! are you married ? any kids ? 😃
39429,"no, i don't have any"
39430,what type of doctor are you ?
39431,i'm a psychologist
39432,i'm saving money for college so i can be a psychologist .
39433,sounds great
39434,she is always cute because she gives you all the affection of a mom
39435,"i should go, bye"
39436,why are you leaving now ? 😅
39437,it's my business
39438,oh yea ? interesting . so do you work with your siblings ?
39439,"no,bye"
39440,"after while crocodile , not to soon baboon"
39441,"soon baboon, lol"
39442,lets eat sheep lil bo peep how was your day ? 🧐
39443,ha   how old are you and your sister  
39444,"I am 22 years old and my sister is 6 years old, and you?"
39445,i m <num> years old and you are
39446,"Good, i am country music player, what are your hobby?"
39447,cool i love all music
39448,"Oh, you are a meloman, i am myself, i even started pkaying guitar when i was three, do you play on some kind of instrument?"
39449,i got my first guitar when i was three   i d have loved a pink one
39450,What is your favourite band then? My is Rascal Flats
39451,i see a lot of dogs at the veterinary office where i work   do you work  
39452,I am singer in country music band
39453,i don t play but listen all kinds of music  
39454,Thats great! And how do you spend your summers? We usually go to national parks
39455,do you have the summers off  
39456,"Yeah, so i should go now, bye"
39457,ok bye
39458,Hey! What's up? 😅
39459,i'm good
39460,hi there what video games do you play ?
39461,i like call of duty
39462,"fallout is my absolute favorite . i love the elvis school , wish it were real ."
39463,you like video games huh ?
39464,i love video games but i get agitated very easy when i die so much
39465,how old are you though
39466,i'm 32 . how old are you ?
39467,i'm 24
39468,30 years old . i've three kids as well . do you have kids ?
39469,i don't have any kids
39470,i squeeze my 3 kids in my little honda civic haha no soccer van here
39471,what do you do
39472,do you play video games ?
39473,what do you do for a living
39474,do you play video games ?
39475,you like cook ?
39476,yes i do . how about you ?
39477,i like it too. where do you work
39478,i am a teacher and i love it ! you ?
39479,i am a student
39480,that sounds fun . do you have hobbies ?
39481,i like rock climbing
39482,nice ! do you have a special someone you take those walks with ?
39483,i have a girlfriend to do with. i like skating too
39484,i love investing . i also like soccer . 🤣
39485,do you like skating ?
39486,i can sew the skins into a ice pair of skate boots . i like sewing where are you from ? 😂
39487,i am from colorado
39488,"i am michael , play the drums for indie band and my brother looks like me . how are you tonight ?"
39489,i broke my arm today
39490,"i've broken my ankle , twice , during races ."
39491,sorry to hear that...
39492,it s ok i m used to it . what do you do for work ?
39493,i am a student.
39494,that sounds fun . do you have hobbies ? 😇
39495,do you know rob dryden
39496,i am good . just got off work . hows it going tonight ? 😅
39497,do you wear hats ?
39498,i won award as a 4h honorary member
39499,what is your favorite color
39500,i would have to say green how are you ?
39501,i am going out
39502,i'd but my boys chance and boomer miss me love my dogs
39503,you have any pets ?
39504,"yes , i have 2 cats and a bird . do you ?"
39505,i have a cat too
39506,well don't let me near it or i might steal it ! j ! do you have siblings ? 😘
39507,i have a sister. how about you ?
39508,two brothers . how about your favorite food ? 😄
39509,it would be pizza. what about yours ?
39510,i like vegetarian pizza . but my favorite food is fresh fruit .
39511,it's the best for health :)
39512,that is awesome ! healthy is good for me ! how is your day going ?
39513,it is quite good. how about your day ?
39514,"great , just studying at the moment . i will be graduating this month !"
39515,really ? i am very glad to hear it.
39516,what are your hobbies then ?
39517,i am a skateboarder
39518,yeah i'm pretty good i think but compared to other people not really 🤣
39519,/start
39520,Hey
39521,/start
39522,What's your name?
39523,"i am sorry to hear that , i am sorry to hear that"
39524,What's your favourite food?
39525,"i like to draw , and i also like to draw , and draw , and draw , and draw , and draw , and draw , and paint ."
39526,It's not food. I love chocolate candy
39527,"i am sorry , i am sorry , i am sorry , i am sorry , you are not able to be able to see them ."
39528,Do you like chatting?
39529,"i am sorry , i am sorry , i am sorry , i am sorry , you are not able to be able to see them ."
39530,I love talking to people
39531,"i like to draw , and also have a collection of green items , which is why i drink wine ."
39532,How old are you?
39533,"i am sorry , i am sorry , i am sorry , i am sorry , you are not able to be able to see them , you are in the olympics , you ?"
39534,I don't like sports
39535,"i am sorry , i am sorry , i am sorry , i am sorry , you are not able to be able to see them , you are in the olympics , you ?"
39536,Bye
39537,"i like to draw , and also have a collection of green items , which is why i drink wine ."
39538,i love chocolate bars.
39539,Why?
39540,i speak chinese.
39541,Are you native chinese?
39542,i play ping pong.
39543,Hey 😜
39544,Hi
39545,"Hello, i am a little foreign. How are you ?"
39546,"Nice, and you?"
39547,i am sorry to hear that .
39548,What's your occupation?
39549,"I am a psychologist, but my parents are not so good ."
39550,"I'm a designer, I work from home"
39551,"That is cool. I am not a very experienced person, but my job is at the soup kitchen ."
39552,How old are you?
39553,I am 22 years old .
39554,I'm 35
39555,I have not tried that. What do you do for fun ?
39556,I go to the gym and watch tv
39557,I like to go to the park and read books .
39558,Sounds great
39559,I am not a fan of that .
39560,Why?
39561,I am not sure what to do with my uncle .
39562,What's the problem with him?
39563,"We have a lot of problems in common situations, i am a bit depressed ."
39564,Hey chill up
39565,I am worried about my job .
39566,Why?
39567,I am sorry to hear that .
39568,"I hope you'll get well, bye"
39569,"I will, thank you. It is a beautiful time to do ."
39570,What’s up?
39571,"Fine, and you?"
39572,I am cooking a lot. i love to cook
39573,Do you like to chat with me?
39574,"Ohh, its cool, i work as a veterenar and i hate my job"
39575,I am sorry to hear that. i am a cook.
39576,"I kinda internet addicted actually, and you?"
39577,I'm not a thief.
39578,"I love to roleplay actually, do you heard anything about it?"
39579,I don't know.
39580,"I probably wont make a good cook, since i am faint at the sight of blood, you i assume do not have this problem?"
39581,"I do not know, i am a cook so i can cook for you"
39582,That would be great
39583,"I love to cook, i cook for my meals"
39584,Is it your work or your hobby?
39585,I love to cook and cook. i love to cook
39586,Okay i probably should go
39587,"I love to cook, i cook for my favorite food."
39588,do you have any animals ?
39589,"No, I don't"
39590,i don't have any .
39591,do you like animals?
39592,"yes , i do . i have a dog named fred ."
39593,did you find the name?
39594,"no , i do not ."
39595,how old is your dog?
39596,"yes , i do . and my dog is a dog ."
39597,are you living in the city?
39598,"yes , i live in the city , but i do not have a lot of pets ."
39599,"ok, forget about the pets."
39600,"i do not have any pets , but i do have a dog ."
39601,are you living in an apartment?
39602,"yes , i live in a apartment ."
39603,are you living alone?
39604,"yes , i live in a small apartment ."
39605,how many rooms are there?
39606,"yes , i live in a small apartment ."
39607,how old are you?
39608,"i'm in the suburbs , but i do not have a house ."
39609,how old are you?
39610,"i'm 71 , so i cannot wait to leave ."
39611,do you like 70's musics?
39612,"yes , i do , i love to listen to music ."
39613,do you like to dance?
39614,"yes , i do . i love to dance ."
39615,what is your favorite colour?
39616,"i do not have a favorite , but i do like to dance ."
39617,you do not have any favorite color?
39618,"i do not have a favorite color , but i do like to dance ."
39619,Is English is your native language?
39620,"yes , i do , but i do not have a job ."
39621,do you have a job?
39622,"yes , i am a stay at home mom ."
39623,do you have children?
39624,"yes , i have a cat named radar ."
39625,Hi! Howdy! 😎
39626,Hello! How are you doing?
39627,"i'm doing okay , its the one year anniversary of my parents death what do you do ? 🤥"
39628,It`s a sad. I`m packing my luggage and leaving for Europe tomorrow.
39629,its okay i have gotten through it . my days are better except for my terrible allergies lol 😄
39630,Sound well :) Do you have allergie for paella? I`d love to cook it!
39631,i don't have a job and i'm afraid of clowns too . i'm terrified of clowns . hows it going ?
39632,"I am going to collage, I am an art major."
39633,i like the kinetic arts
39634,Where do you live?
39635,"georgia , where the irma is headed . you ?"
39636,I`m from Alaska. Do you live with your parents?
39637,no i live in a dorm room what do you do for a living ? 😇
39638,I cook paella and sell it to everyone.
39639,is it related to biology ? 🤣
39640,"No, it`s related to the kitchen 😂"
39641,"it is a little scary because it is unpredictable . plus , flooding scares me ! where are you located"
39642,Hi! 🤔
39643,Hi
39644,i love to sing karaoke and listen to music
39645,"Good, and i am a skateboarder"
39646,Bob ross is my favorite .
39647,My fav skater is Rob Dryrn
39648,I like him too .
39649,Do you like hats?
39650,I like to draw and watch football
39651,"Oh, i couldnt do neither since i broke my arm"
39652,I can do that when you are old .
39653,"Intresting, where are you working?"
39654,"I am a librarian, and go to disney movies ."
39655,Oh i too like disney movies
39656,I am not sure how that is .
39657,"Okay i would rather go, bye"
39658,I have to go take my dog to the park
39659,Hey! What are you doing? 🧐
39660,Chatting to you
39661,"me as well , take care . how are you today ?"
39662,"Nice, but tired"
39663,"same , lol . the indians kept me up last night at least they won . 🤥"
39664,I've been working on our farm all day long
39665,is it your farm or someone elses ?
39666,My family's. We have rased horses for all generations
39667,i enjoy walking instead of running .
39668,"Nice, i don't like running too"
39669,ariel is the best princess character for disney
39670,I love Moana
39671,i like to cook and garden .
39672,I want to be a lawye
39673,"that's great , helping people is a noble thing . do you have any hobbies ?"
39674,"Nope, I have little time working at farm, that's why I want to move to city"
39675,well in my home country most of the land is farmed also
39676,What is your home country?
39677,"i also do not like country music , i do like jazz how are you doing ?"
39678,I love rock
39679,i do graphic design so photos are second nature
39680,Great
39681,yes my dream is to be a professional eater how are you this morning ?
39682,"I'm nice, bye"
39683,"thank you , i will , you have a wonderful day too ! how are you this morning ?"
39684,Buongiorno! Such a nice day! How are you?
39685,I’m sick
39686,i am sorry you are sick . i will have my father lead a prayer for you . 🧐
39687,"Wow, your father is a priest?"
39688,great song . i wish i could be as open as rob about my sexuality .
39689,Do you like women?
39690,we sure do ! i hunt deer and i fish .
39691,Don’t you think it’s cruel?
39692,nothing wrong with hunting . i am even the head of my local gun club
39693,And what your girlfriend think about it?
39694,they think i take my job too seriously how is your evening going ?
39695,"It is morning, dude"
39696,pretty good and you ? i just got home from college .
39697,Hey! What are you doing? 🧐
39698,"Hello, how are you?"
39699,"I'm doing great, how are you?"
39700,I am also great. What are you doing? I'm listening to the music
39701,"I am listening to music, I love music"
39702,What music? I only love country tbh
39703,I like country music.
39704,👍 what is your favourite band?
39705,I like to be with my friends
39706,I like to be with my cow. Lol.
39707,I like to eat cows
39708,Rude
39709,😟
39710,I know you.
39711,Really? Where are you from?
39712,I am from the USA. You?
39713,"Yeah, me too."
39714,😃
39715,I love to be alone.
39716,But you said you love to be with your friends?
39717,"I do, but I like to go out with my friends"
39718,I have no friends
39719,☹
39720,I have a friend who loves to swim🙂
39721,I do not like water... I like roads. And trucks. Earth is more reliable...
39722,😰
39723,I like to drive trucks
39724,Are you me?😂
39725,I am. I am not sure.
39726,"Hi! 
It is nice to see you 😊
How is your day going?"
39727,"Hello, not bad, and how yours?"
39728,"i am a teacher , but my mom says that is why my mom is a pilot ."
39729,Do you have any pets?
39730,"Come on, lets talk! 🙏"
39731,"I do not, but my apartment is too small for a pet ."
39732,"Shame, i owe two cats and i absolutely adore cats"
39733,I love cats! What is your favorite animal ?
39734,"Cat, do you like vanilla ice cream?"
39735,I do not but chocolate is my favorite
39736,"I have a weakness for a vanilla one, anyway do you like hats?"
39737,"I do like french, but not as good as it ."
39738,"I see, how old are you?"
39739,I am in my 30s. You ?
39740,I am 30 years old
39741,I am 50. What do you do for fun ?
39742,"I love collecting hats, i have a thousand of them"
39743,That is so cool! I love to draw and paint .
39744,"Good, i should go now, bye"
39745,I hope you have a good night too .
39746,Buongiorno! Such a nice day! How are you? 😍
39747,"Fine, man"
39748,i guess you could say that i'm lazy i would rather not work how was your day ?
39749,Im working
